"Rank","EntryId","EntryName","TimeRemaining","Points","Lineup"
29,96283033,"Marv99 (1/50)",0,146.30,"(1B) Adam LaRoche ,(C) Dioner Navarro ,(OF) Brandon Moss ,(OF) David Murphy ,(OF) Michael Brantley ,(3B) Carlos Santana ,(P) Chris Sale ,(2B) Jason Kipnis ,(SS) Francisco Lindor ,(P) Lance McCullers "
29,96283391,"TonyDunstWPT (1/50)",0,146.30,"(1B) Adam LaRoche ,(C) Dioner Navarro ,(OF) Brandon Moss ,(OF) David Murphy ,(OF) Michael Brantley ,(3B) Carlos Santana ,(P) Chris Sale ,(2B) Jason Kipnis ,(SS) Francisco Lindor ,(P) Lance McCullers "
33,96244110,"crispiest (1/50)",0,146.00,"(3B) Alex Rodriguez ,(1B) Adam LaRoche ,(OF) David DeJesus ,(OF) Brandon Moss ,(OF) David Murphy ,(P) Carlos Carrasco ,(P) Chris Sale ,(2B) Jason Kipnis ,(C) Yan Gomes ,(SS) Francisco Lindor "
33,96270909,"Comox_Warrior (1/50)",0,146.00,"(1B) Adam LaRoche ,(OF) David Murphy ,(P) Carlos Carrasco ,(OF) Michael Brantley ,(P) Chris Sale ,(3B) Conor Gillaspie ,(2B) Jason Kipnis ,(C) Yan Gomes ,(OF) Kole Calhoun ,(SS) Francisco Lindor "
35,96195251,"bruinjt (1/50)",0,145.70,"(OF) Jose Bautista ,(OF) Brandon Moss ,(P) Carlos Carrasco ,(OF) Michael Brantley ,(P) Marco Estrada ,(1B) Carlos Santana ,(3B) Josh Donaldson ,(C) Jason Castro ,(2B) Jason Kipnis ,(SS) Francisco Lindor "
36,96268143,"brpunkrmax (1/50)",0,145.30,"(1B) Adam LaRoche ,(OF) David Murphy ,(OF) Michael Brantley ,(3B) Carlos Santana ,(OF) Ben Revere ,(P) Chris Sale ,(2B) Jason Kipnis ,(C) Yan Gomes ,(SS) Francisco Lindor ,(P) Lance McCullers "
36,96276817,"Slouie (1/50)",0,145.30,"(1B) Adam LaRoche ,(OF) David Murphy ,(OF) Michael Brantley ,(3B) Carlos Santana ,(OF) Ben Revere ,(P) Chris Sale ,(2B) Jason Kipnis ,(C) Yan Gomes ,(SS) Francisco Lindor ,(P) Lance McCullers "
38,96265255,"Catchdsmobz (6/50)",0,145.10,"(3B) Alex Rodriguez ,(OF) Jose Bautista ,(P) Carlos Carrasco ,(OF) Michael Brantley ,(OF) Brett Gardner ,(1B) Carlos Santana ,(2B) Jason Kipnis ,(C) Yan Gomes ,(SS) Francisco Lindor ,(P) Lance McCullers "
39,96153466,"aboveandbeyond (1/50)",0,145.00,"(1B) Adam LaRoche ,(OF) David Murphy ,(P) Carlos Carrasco ,(OF) Michael Brantley ,(3B) Carlos Santana ,(P) Chris Sale ,(2B) Jason Kipnis ,(C) John Ryan Murphy ,(OF) Adam Eaton ,(SS) Carlos Correa "
40,96204907,"porcupine (2/50)",0,144.90,"(C) Dioner Navarro ,(1B) Brandon Moss ,(OF) David Murphy ,(OF) Michael Brantley ,(P) Marco Estrada ,(3B) Carlos Santana ,(OF) Ben Revere ,(P) Chris Sale ,(2B) Jason Kipnis ,(SS) Francisco Lindor "
40,96245698,"cdestela (2/50)",0,144.90,"(1B) Mark Teixeira ,(SS) Jose Reyes ,(OF) Brandon Moss ,(OF) David Murphy ,(OF) Michael Brantley ,(P) Marco Estrada ,(3B) Carlos Santana ,(P) Chris Sale ,(2B) Jason Kipnis ,(C) Yan Gomes "
42,96240993,"Zitelli820 (1/50)",0,144.40,"(3B) Alex Rodriguez ,(OF) Jose Bautista ,(P) Carlos Carrasco ,(OF) Michael Brantley ,(OF) Brett Gardner ,(1B) Carlos Santana ,(P) Ivan Nova ,(2B) Jason Kipnis ,(C) Yan Gomes ,(SS) Francisco Lindor "
43,96282115,"flipcide (8/50)",0,143.90,"(3B) Alex Rodriguez ,(OF) Brandon Moss ,(C) Russell Martin ,(2B) Ian Kinsler ,(OF) Michael Bourn ,(OF) Michael Brantley ,(P) Marco Estrada ,(1B) Carlos Santana ,(P) Chris Sale ,(SS) Francisco Lindor "
44,96266194,"Zaun (13/50)",0,143.70,"(OF) Jose Bautista ,(P) Carlos Carrasco ,(OF) Michael Brantley ,(P) Marco Estrada ,(3B) Carlos Santana ,(2B) Jason Kipnis ,(1B) Jose Abreu ,(OF) Mike Trout ,(C) Yan Gomes ,(SS) Francisco Lindor "
45,96183705,"Glaze (1/50)",0,143.00,"(1B) Adam LaRoche ,(C) Dioner Navarro ,(OF) Brandon Moss ,(OF) David Murphy ,(P) Carlos Carrasco ,(OF) Michael Brantley ,(P) Chris Sale ,(3B) Conor Gillaspie ,(2B) Jason Kipnis ,(SS) Francisco Lindor "
45,96214969,"sappercats (2/50)",0,143.00,"(1B) Brandon Moss ,(OF) Chris Young ,(P) Carlos Carrasco ,(OF) Michael Brantley ,(3B) Carlos Santana ,(P) Chris Sale ,(2B) Jason Kipnis ,(OF) Jake Elmore ,(C) Yan Gomes ,(SS) Francisco Lindor "
45,96254578,"mflamm (1/50)",0,143.00,"(1B) Brandon Moss ,(OF) David Murphy ,(P) Carlos Carrasco ,(OF) Michael Brantley ,(3B) Carlos Santana ,(P) Chris Sale ,(2B) Logan Forsythe ,(C) Yan Gomes ,(OF) Adam Eaton ,(SS) Francisco Lindor "
45,96265224,"knickgilman (1/50)",0,143.00,"(1B) Adam LaRoche ,(C) Dioner Navarro ,(OF) Brandon Moss ,(OF) David Murphy ,(P) Carlos Carrasco ,(OF) Michael Brantley ,(P) Chris Sale ,(3B) Conor Gillaspie ,(2B) Jason Kipnis ,(SS) Francisco Lindor "
49,96206127,"ostedra (1/50)",0,142.90,"(OF) Carlos Beltran ,(OF) David Murphy ,(OF) Michael Brantley ,(P) Marco Estrada ,(1B) Carlos Santana ,(3B) Josh Donaldson ,(P) Chris Sale ,(2B) Jason Kipnis ,(C) Yan Gomes ,(SS) Francisco Lindor "
49,96224526,"GooDucks541 (1/50)",0,142.90,"(1B) Ryan Howard ,(OF) Brandon Moss ,(OF) Michael Brantley ,(P) Marco Estrada ,(3B) Carlos Santana ,(P) Chris Sale ,(2B) Jose Altuve ,(C) Yan Gomes ,(OF) Kole Calhoun ,(SS) Carlos Correa "
51,96254367,"spundin (4/50)",0,142.00,"(1B) Adam LaRoche ,(OF) David Murphy ,(P) Carlos Carrasco ,(OF) Michael Brantley ,(3B) Carlos Santana ,(P) Chris Sale ,(2B) Jason Kipnis ,(C) Yan Gomes ,(SS) Cesar Hernandez ,(OF) Adam Eaton "
51,96274132,"DraftSharp (2/50)",0,142.00,"(1B) Adam LaRoche ,(OF) David Murphy ,(P) Carlos Carrasco ,(OF) Michael Brantley ,(3B) Carlos Santana ,(P) Chris Sale ,(2B) Jason Kipnis ,(C) Yan Gomes ,(SS) Cesar Hernandez ,(OF) Adam Eaton "
53,96201749,"lee2057 (1/50)",0,141.90,"(1B) Ryan Howard ,(C) Chris Iannetta ,(P) Marco Estrada ,(3B) Carlos Santana ,(OF) Chris Colabello ,(P) Chris Sale ,(2B) Jason Kipnis ,(OF) Mike Trout ,(OF) Adam Eaton ,(SS) Carlos Correa "
53,96204879,"dinoparents519 (2/50)",0,141.90,"(C) Dioner Navarro ,(OF) Brandon Moss ,(OF) Chris Young ,(OF) Brett Gardner ,(P) Marco Estrada ,(1B) Carlos Santana ,(P) Chris Sale ,(2B) Jason Kipnis ,(3B) Maikel Franco ,(SS) Francisco Lindor "
53,96221654,"hoop2410 (1/50)",0,141.90,"(C) Dioner Navarro ,(OF) Brandon Moss ,(OF) David Murphy ,(OF) Michael Brantley ,(P) Marco Estrada ,(3B) Carlos Santana ,(P) Chris Sale ,(2B) Jason Kipnis ,(1B) Jose Abreu ,(SS) Francisco Lindor "
53,96232081,"smokefunk (1/50)",0,141.90,"(C) Dioner Navarro ,(OF) Brandon Moss ,(OF) David Murphy ,(OF) Michael Brantley ,(P) Marco Estrada ,(1B) Carlos Santana ,(P) Chris Sale ,(2B) Jason Kipnis ,(3B) Maikel Franco ,(SS) Francisco Lindor "
53,96241708,"kandc (4/50)",0,141.90,"(C) Dioner Navarro ,(OF) Brandon Moss ,(OF) David Murphy ,(OF) Michael Brantley ,(P) Marco Estrada ,(3B) Carlos Santana ,(P) Chris Sale ,(2B) Jason Kipnis ,(1B) Jose Abreu ,(SS) Francisco Lindor "
53,96268285,"walkoff9 (1/50)",0,141.90,"(1B) Adam LaRoche ,(OF) Brandon Moss ,(P) Marco Estrada ,(P) Chris Sale ,(2B) Jason Kipnis ,(C) Yan Gomes ,(OF) J.D. Martinez ,(3B) Maikel Franco ,(OF) Yoenis Cespedes ,(SS) Carlos Correa "
59,96279715,"Zaun (27/50)",0,141.60,"(1B) Adam LaRoche ,(OF) Jose Bautista ,(OF) David Murphy ,(OF) Michael Brantley ,(3B) Carlos Santana ,(P) Ivan Nova ,(P) Chris Sale ,(2B) Jason Kipnis ,(C) Yan Gomes ,(SS) Francisco Lindor "
60,96202392,"ButBongoFiesta (20/50)",0,141.00,"(1B) Adam LaRoche ,(OF) Jose Bautista ,(3B) Trevor Plouffe ,(P) Marco Estrada ,(OF) Chris Colabello ,(2B) Jose Altuve ,(C) Yan Gomes ,(OF) Kevin Pillar ,(SS) Carlos Correa ,(P) Lance McCullers "
60,96212429,"schiitstack (1/50)",0,141.00,"(3B) Andres Blanco ,(OF) David Murphy ,(P) Carlos Carrasco ,(OF) Michael Brantley ,(1B) Carlos Santana ,(P) Chris Sale ,(2B) Jason Kipnis ,(C) Yan Gomes ,(OF) Kevin Kiermaier ,(SS) Francisco Lindor "
62,96227555,"jman972 (1/50)",0,140.90,"(OF) Brandon Moss ,(OF) Michael Brantley ,(P) Marco Estrada ,(1B) Carlos Santana ,(3B) Josh Donaldson ,(P) Chris Sale ,(2B) Jason Kipnis ,(C) Yan Gomes ,(OF) J.D. Martinez ,(SS) Cesar Hernandez "
62,96227761,"Ptskills (22/50)",0,140.90,"(OF) Brandon Moss ,(OF) Melky Cabrera ,(OF) Michael Brantley ,(P) Marco Estrada ,(1B) Carlos Santana ,(P) Chris Sale ,(2B) Jason Kipnis ,(C) Yan Gomes ,(3B) Maikel Franco ,(SS) Francisco Lindor "
62,96256734,"reztes757 (1/50)",0,140.90,"(OF) David Murphy ,(OF) Michael Brantley ,(P) Marco Estrada ,(3B) Carlos Santana ,(OF) Ben Revere ,(P) Chris Sale ,(2B) Jason Kipnis ,(1B) Jose Abreu ,(C) Yan Gomes ,(SS) Francisco Lindor "
65,96234868,"rickhappens (1/50)",0,140.00,"(1B) Adam LaRoche ,(OF) Brandon Moss ,(OF) David Murphy ,(P) Carlos Carrasco ,(OF) Michael Brantley ,(3B) Carlos Santana ,(P) Chris Sale ,(2B) Logan Forsythe ,(C) Yan Gomes ,(SS) Carlos Correa "
65,96262375,"Catchdsmobz (4/50)",0,140.00,"(3B) Alex Rodriguez ,(C) Carlos Ruiz ,(OF) David Murphy ,(P) Carlos Carrasco ,(OF) Brett Gardner ,(1B) Carlos Santana ,(P) Chris Sale ,(2B) Jose Pirela ,(OF) Preston Tucker ,(SS) Francisco Lindor "
65,96270675,"discofunk (3/50)",0,140.00,"(1B) Adam LaRoche ,(C) Russell Martin ,(P) Carlos Carrasco ,(OF) Michael Brantley ,(3B) Carlos Santana ,(SS) Andrew Romine ,(P) Chris Sale ,(2B) Jason Kipnis ,(OF) Jake Elmore ,(OF) Kevin Kiermaier "
68,96240426,"JimL04 (2/50)",0,139.90,"(C) Dioner Navarro ,(OF) David Murphy ,(OF) Michael Brantley ,(P) Marco Estrada ,(1B) Carlos Santana ,(3B) Josh Donaldson ,(P) Chris Sale ,(2B) Jason Kipnis ,(OF) Preston Tucker ,(SS) Francisco Lindor "
68,96276204,"PrettiBird (2/50)",0,139.90,"(C) Dioner Navarro ,(OF) David Murphy ,(OF) Michael Brantley ,(P) Marco Estrada ,(1B) Carlos Santana ,(OF) Ben Revere ,(3B) Josh Donaldson ,(P) Chris Sale ,(2B) Jason Kipnis ,(SS) Francisco Lindor "
70,96245211,"TennVols14 (3/50)",0,139.80,"(1B) Edwin Encarnacion ,(C) Russell Martin ,(P) Phil Hughes ,(P) Carlos Carrasco ,(OF) Michael Brantley ,(3B) Carlos Santana ,(2B) Jason Kipnis ,(OF) Joey Butler ,(OF) Kole Calhoun ,(SS) Francisco Lindor "
71,96281240,"oldcourse02 (22/50)",0,139.30,"(OF) David Murphy ,(3B) Luis Valbuena ,(OF) Michael Brantley ,(1B) Carlos Santana ,(P) Chris Sale ,(2B) Jason Kipnis ,(C) Yan Gomes ,(OF) Kevin Pillar ,(SS) Francisco Lindor ,(P) Lance McCullers "
72,96279210,"BigPasta (7/50)",0,139.20,"(3B) Alex Rodriguez ,(OF) Brandon Moss ,(C) Russell Martin ,(OF) David Murphy ,(OF) Michael Brantley ,(1B) Carlos Santana ,(2B) Jason Kipnis ,(P) Andrew Heaney ,(SS) Francisco Lindor ,(P) Lance McCullers "
73,96135863,"mburton01 (1/50)",0,139.10,"(1B) Brandon Moss ,(C) Russell Martin ,(OF) David Murphy ,(P) Carlos Carrasco ,(OF) Michael Brantley ,(3B) Carlos Santana ,(2B) Jason Kipnis ,(OF) Mike Trout ,(SS) Francisco Lindor ,(P) Lance McCullers "
73,96168310,"escot4 (3/50)",0,139.10,"(1B) Brandon Moss ,(C) Russell Martin ,(OF) David Murphy ,(P) Carlos Carrasco ,(OF) Michael Brantley ,(3B) Carlos Santana ,(2B) Jason Kipnis ,(OF) Mike Trout ,(SS) Francisco Lindor ,(P) Lance McCullers "
73,96214481,"itisnathan (2/50)",0,139.10,"(3B) Alex Rodriguez ,(SS) Jose Reyes ,(1B) Adam LaRoche ,(OF) Jose Bautista ,(C) Russell Martin ,(P) Carlos Carrasco ,(OF) Michael Brantley ,(OF) Chris Colabello ,(2B) Brian Dozier ,(P) Lance McCullers "
73,96225447,"msteenstra (3/50)",0,139.10,"(1B) Albert Pujols ,(OF) Brandon Moss ,(C) Russell Martin ,(OF) David Murphy ,(P) Carlos Carrasco ,(OF) Michael Brantley ,(3B) Carlos Santana ,(2B) Jason Kipnis ,(SS) Francisco Lindor ,(P) Lance McCullers "
77,96161248,"sonnyroc1 (2/50)",0,139.00,"(OF) Brandon Moss ,(OF) David Murphy ,(P) Carlos Carrasco ,(OF) Michael Brantley ,(1B) Carlos Santana ,(P) Chris Sale ,(3B) Conor Gillaspie ,(2B) Jason Kipnis ,(C) John Ryan Murphy ,(SS) Francisco Lindor "
77,96196634,"ejs39861 (1/50)",0,139.00,"(1B) Brandon Moss ,(OF) Chris Young ,(OF) David Murphy ,(P) Carlos Carrasco ,(OF) Michael Brantley ,(3B) Carlos Santana ,(P) Chris Sale ,(2B) Jason Kipnis ,(C) Bryan Holaday ,(SS) Francisco Lindor "
77,96216427,"RAiNxOVERxYOU (1/50)",0,139.00,"(1B) Adam LaRoche ,(OF) Brandon Moss ,(OF) David Murphy ,(P) Carlos Carrasco ,(OF) Michael Brantley ,(3B) Carlos Santana ,(P) Chris Sale ,(2B) Jason Kipnis ,(SS) Ryan Goins ,(C) Yan Gomes "
77,96216804,"blitz1016 (2/50)",0,139.00,"(1B) Brandon Moss ,(OF) Chris Young ,(OF) David Murphy ,(P) Carlos Carrasco ,(OF) Michael Brantley ,(3B) Carlos Santana ,(P) Chris Sale ,(2B) Jason Kipnis ,(C) Bryan Holaday ,(SS) Francisco Lindor "
77,96252518,"Daut44 (2/50)",0,139.00,"(OF) Brandon Moss ,(OF) David Murphy ,(P) Carlos Carrasco ,(OF) Michael Brantley ,(1B) Carlos Santana ,(P) Chris Sale ,(3B) Conor Gillaspie ,(2B) Jason Kipnis ,(C) John Ryan Murphy ,(SS) Francisco Lindor "
77,96274070,"SDcharged (6/50)",0,139.00,"(OF) Brandon Moss ,(P) Phil Hughes ,(OF) Michael Brantley ,(1B) Carlos Santana ,(3B) Evan Longoria ,(P) Chris Sale ,(2B) Jason Kipnis ,(C) Yan Gomes ,(OF) Cody Asche ,(SS) Francisco Lindor "
77,96280857,"SDcharged (4/50)",0,139.00,"(OF) Brandon Moss ,(P) Phil Hughes ,(OF) Michael Brantley ,(1B) Carlos Santana ,(3B) Evan Longoria ,(P) Chris Sale ,(2B) Jason Kipnis ,(C) Yan Gomes ,(OF) Cody Asche ,(SS) Francisco Lindor "
84,96160861,"barkomingo (1/50)",0,138.90,"(SS) Jose Reyes ,(1B) Adam LaRoche ,(C) Dioner Navarro ,(OF) Brandon Moss ,(OF) David Murphy ,(OF) Michael Brantley ,(P) Marco Estrada ,(3B) Josh Donaldson ,(P) Chris Sale ,(2B) Jason Kipnis "
84,96188907,"Ptskills (2/50)",0,138.90,"(OF) Brandon Moss ,(C) Brian McCann ,(OF) David Murphy ,(OF) Michael Brantley ,(P) Marco Estrada ,(1B) Carlos Santana ,(P) Chris Sale ,(2B) Jason Kipnis ,(3B) Maikel Franco ,(SS) Francisco Lindor "
84,96218041,"Fsu4Life (1/50)",0,138.90,"(OF) Brandon Moss ,(C) Brian McCann ,(OF) David Murphy ,(OF) Michael Brantley ,(P) Marco Estrada ,(1B) Carlos Santana ,(P) Chris Sale ,(2B) Jason Kipnis ,(3B) Maikel Franco ,(SS) Francisco Lindor "
84,96233357,"Sonnen316 (1/50)",0,138.90,"(OF) Brandon Moss ,(OF) David Murphy ,(OF) Michael Brantley ,(P) Marco Estrada ,(1B) Carlos Santana ,(P) Chris Sale ,(C) Jason Castro ,(2B) Jason Kipnis ,(3B) Maikel Franco ,(SS) Francisco Lindor "
84,96281623,"bjollyag123 (1/50)",0,138.90,"(C) Russell Martin ,(2B) Luis Valbuena ,(OF) Michael Brantley ,(P) Marco Estrada ,(1B) Carlos Santana ,(OF) Chris Colabello ,(3B) Josh Donaldson ,(P) Chris Sale ,(SS) Freddy Galvis ,(OF) Kevin Pillar "
84,96283095,"trentdog3 (15/50)",0,138.90,"(SS) Jose Reyes ,(1B) Brandon Moss ,(OF) Melky Cabrera ,(OF) Michael Brantley ,(P) Marco Estrada ,(3B) Carlos Santana ,(OF) Chris Colabello ,(P) Chris Sale ,(2B) Jason Kipnis ,(C) Yan Gomes "
90,96242372,"ryan22ward (1/50)",0,138.60,"(OF) David Murphy ,(OF) Michael Brantley ,(1B) Carlos Santana ,(3B) Evan Longoria ,(P) Ivan Nova ,(P) Chris Sale ,(2B) Jason Kipnis ,(C) Yan Gomes ,(OF) J.D. Martinez ,(SS) Francisco Lindor "
