"Rank","EntryId","EntryName","TimeRemaining","Points","Lineup"
31,96664327,"ryan0deal (1/Unl.)",0,152.60,"(1B) Mark Teixeira ,(OF) Andrew McCutchen ,(C) Francisco Cervelli ,(3B) Todd Frazier ,(OF) Giancarlo Stanton ,(2B) Kolten Wong ,(OF) Billy Hamilton ,(P) Adam Warren ,(P) Dallas Keuchel ,(SS) Adeiny Hechavarria "
32,96719949,"lehmans10 (1/Unl.)",0,151.95,"(3B) Luis Valbuena ,(OF) Colby Rasmus ,(C) Francisco Cervelli ,(1B) Todd Frazier ,(P) Lance Lynn ,(2B) Kolten Wong ,(OF) Billy Hamilton ,(P) Dallas Keuchel ,(OF) Gregory Polanco ,(SS) Jung Ho Kang "
33,96562538,"Steffen1964 (1/Unl.)",0,151.60,"(2B) Brandon Phillips ,(C) Yadier Molina ,(1B) Joey Votto ,(3B) Todd Frazier ,(OF) Giancarlo Stanton ,(OF) Billy Hamilton ,(P) Adam Warren ,(P) Dallas Keuchel ,(SS) Eugenio Suarez ,(OF) Christian Yelich "
33,96728075,"Gumballhead (1/Unl.)",0,151.60,"(OF) Carlos Beltran ,(2B) Brandon Phillips ,(1B) Joey Votto ,(OF) Andrew McCutchen ,(3B) Todd Frazier ,(OF) Giancarlo Stanton ,(SS) Jose Pirela ,(P) Adam Warren ,(P) Dallas Keuchel ,(C) J.T. Realmuto "
33,96731270,"Robinson26 (1/Unl.)",0,151.60,"(C) Yadier Molina ,(1B) Joey Votto ,(OF) Andrew McCutchen ,(3B) Todd Frazier ,(OF) Giancarlo Stanton ,(2B) Kolten Wong ,(OF) Billy Hamilton ,(P) Adam Warren ,(P) Dallas Keuchel ,(SS) Adeiny Hechavarria "
36,96722481,"JZinser (1/Unl.)",0,151.55,"(P) A.J. Burnett ,(OF) Andrew McCutchen ,(OF) Colby Rasmus ,(C) Francisco Cervelli ,(OF) Jason Heyward ,(SS) Pete Kozma ,(1B) Pedro Alvarez ,(3B) Josh Harrison ,(2B) Jose Altuve ,(P) Dallas Keuchel "
37,96688896,"CareJ (1/Unl.)",0,150.95,"(C) Brayan Pena ,(OF) Jason Heyward ,(1B) Todd Frazier ,(P) Lance Lynn ,(2B) Kolten Wong ,(P) Dallas Keuchel ,(OF) Gregory Polanco ,(OF) George Springer ,(SS) Adeiny Hechavarria ,(3B) Jung Ho Kang "
37,96693270,"drbigdaddy (7/Unl.)",0,150.95,"(OF) Marlon Byrd ,(C) Brayan Pena ,(1B) Joey Votto ,(2B) Neil Walker ,(3B) Todd Frazier ,(OF) Giancarlo Stanton ,(P) Lance Lynn ,(OF) Billy Hamilton ,(P) Dallas Keuchel ,(SS) Eugenio Suarez "
37,96711379,"jasonc92 (1/Unl.)",0,150.95,"(1B) Mark Reynolds ,(OF) Colby Rasmus ,(C) Francisco Cervelli ,(3B) Todd Frazier ,(P) Lance Lynn ,(2B) Kolten Wong ,(OF) Billy Hamilton ,(P) Dallas Keuchel ,(OF) Preston Tucker ,(SS) Carlos Correa "
37,96716921,"1SpawnOnly (1/Unl.)",0,150.95,"(C) Brayan Pena ,(3B) Luis Valbuena ,(OF) Colby Rasmus ,(P) Lance Lynn ,(OF) Josh Harrison ,(2B) Jose Altuve ,(P) Dallas Keuchel ,(OF) Gregory Polanco ,(1B) Evan Gattis ,(SS) Jung Ho Kang "
